DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
382,DM4ZBK6,Fedratinib,CSNK2A2,CSNK2A2,P19784,Casein kinase II subunit alpha',,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DAPK1,DAPK1,P53355,Death-associated protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DAPK2,DAPK2,Q9UIK4,Death-associated protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DAPK3,DAPK3,O43293,Death-associated protein kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DCLK1,DCLK1,O15075,Serine/threonine-protein kinase DCLK1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DCLK2,DCLK2,Q8N568,Serine/threonine-protein kinase DCLK2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DCLK3,DCLK3,Q9C098,Serine/threonine-protein kinase DCLK3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DDR1,DDR1,Q08345,Epithelial discoidin domain-containing receptor 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DDR2,DDR2,Q16832,Discoidin domain-containing receptor 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DMPK,DMPK,Q09013,Myotonin-protein kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DSTYK,DSTYK,Q6XUX3,Dual serine/threonine and tyrosine protein kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,DYRK1B,DYRK1B,Q9Y463,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EIF2AK1,EIF2AK1,Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EIF2AK2,EIF2AK2,P19525,"Interferon-induced, double-stranded RNA-activated protein kinase",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EIF2AK4,EIF2AK4,Q9P2K8,Eukaryotic translation initiation factor 2-alpha kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA1,EPHA1,P21709,Ephrin type-A receptor 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA2,EPHA2,P29317,Ephrin type-A receptor 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA3,EPHA3,P29320,Ephrin type-A receptor 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA4,EPHA4,P54764,Ephrin type-A receptor 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA6,EPHA6,Q9UF33,Ephrin type-A receptor 6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA7,EPHA7,Q15375,Ephrin type-A receptor 7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHA8,EPHA8,P29322,Ephrin type-A receptor 8,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHB1,EPHB1,P54762,Ephrin type-B receptor 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHB2,EPHB2,P29323,Ephrin type-B receptor 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHB4,EPHB4,P54760,Ephrin type-B receptor 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,EPHB6,EPHB6,O15197,Ephrin type-B receptor 6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ERBB4,ERBB4,Q15303,Receptor tyrosine-protein kinase erbB-4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ERN1,ERN1,O75460,Serine/threonine-protein kinase/endoribonuclease IRE1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FER,FER,P16591,Tyrosine-protein kinase Fer,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FES,FES,P07332,Tyrosine-protein kinase Fes/Fps,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FGFR1,FGFR1,P11362,Fibroblast growth factor receptor 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FGFR2,FGFR2,P21802,Fibroblast growth factor receptor 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FGFR3,FGFR3,P22607,Fibroblast growth factor receptor 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FGFR4,FGFR4,P22455,Fibroblast growth factor receptor 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FGR,FGR,P09769,Tyrosine-protein kinase Fgr,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FLT1,FLT1,P17948,Vascular endothelial growth factor receptor 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FLT3,FLT3,P36888,Receptor-type tyrosine-protein kinase FLT3,INHIBITOR,DrugCentral,Homo sapiens,1.0
382,DM4ZBK6,Fedratinib,FLT4,FLT4,P35916,Vascular endothelial growth factor receptor 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FRK,FRK,P42685,Tyrosine-protein kinase FRK,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,GAK,GAK,O14976,Cyclin-G-associated kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,GRK4,GRK4,P32298,G protein-coupled receptor kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,GRK7,GRK7,Q8WTQ7,G protein-coupled receptor kinase 7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,HCK,HCK,P08631,Tyrosine-protein kinase HCK,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,HIPK1,HIPK1,Q86Z02,Homeodomain-interacting protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,HIPK2,HIPK2,Q9H2X6,Homeodomain-interacting protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,HIPK3,HIPK3,Q9H422,Homeodomain-interacting protein kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,HIPK4,HIPK4,Q8NE63,Homeodomain-interacting protein kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ICK,ICK,Q9UPZ9,Serine/threonine-protein kinase ICK,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IGF1R,IGF1R,P08069,Insulin-like growth factor 1 receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IKBKB,IKBKB,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IKBKE,IKBKE,Q14164,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,INSR,INSR,P06213,Insulin receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,INSRR,INSRR,P14616,Insulin receptor-related protein,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IRAK1,IRAK1,P51617,Interleukin-1 receptor-associated kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IRAK3,IRAK3,Q9Y616,Interleukin-1 receptor-associated kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,IRAK4,IRAK4,Q9NWZ3,Interleukin-1 receptor-associated kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ITK,ITK,Q08881,Tyrosine-protein kinase ITK/TSK,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,JAK1,JAK1,P23458,Tyrosine-protein kinase JAK1,INHIBITOR,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,JAK2,JAK2,O60674,Tyrosine-protein kinase JAK2,INHIBITOR,DrugCentral,Homo sapiens,1.0
382,DM4ZBK6,Fedratinib,JAK3,JAK3,P52333,Tyrosine-protein kinase JAK3,INHIBITOR,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,KDR,KDR,P35968,Vascular endothelial growth factor receptor 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,KIT,KIT,P10721,Mast/stem cell growth factor receptor Kit,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LATS2,LATS2,Q9NRM7,Serine/threonine-protein kinase LATS2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LCK,LCK,P06239,Tyrosine-protein kinase Lck,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LIMK1,LIMK1,P53667,LIM domain kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LIMK2,LIMK2,P53671,LIM domain kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LRRK2,LRRK2,Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LTK,LTK,P29376,Leukocyte tyrosine kinase receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,LYN,LYN,P07948,Tyrosine-protein kinase Lyn,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP2K1,MAP2K1,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP2K2,MAP2K2,P36507,Dual specificity mitogen-activated protein kinase kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP2K3,MAP2K3,P46734,Dual specificity mitogen-activated protein kinase kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP2K4,MAP2K4,P45985,Dual specificity mitogen-activated protein kinase kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP2K5,MAP2K5,Q13163,Dual specificity mitogen-activated protein kinase kinase 5,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K10,MAP3K10,Q02779,Mitogen-activated protein kinase kinase kinase 10,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K11,MAP3K11,Q16584,Mitogen-activated protein kinase kinase kinase 11,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K12,MAP3K12,Q12852,Mitogen-activated protein kinase kinase kinase 12,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K13,MAP3K13,O43283,Mitogen-activated protein kinase kinase kinase 13,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K19,MAP3K19,Q56UN5,Mitogen-activated protein kinase kinase kinase 19,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K2,MAP3K2,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K3,MAP3K3,Q99759,Mitogen-activated protein kinase kinase kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K4,MAP3K4,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K7,MAP3K7,O43318,Mitogen-activated protein kinase kinase kinase 7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP3K9,MAP3K9,P80192,Mitogen-activated protein kinase kinase kinase 9,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP4K1,MAP4K1,Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP4K2,MAP4K2,Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAP4K3,MAP4K3,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK10,MAPK10,P53779,Mitogen-activated protein kinase 10,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK15,MAPK15,Q8TD08,Mitogen-activated protein kinase 15,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK6,MAPK6,Q16659,Mitogen-activated protein kinase 6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK7,MAPK7,Q13164,Mitogen-activated protein kinase 7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK8,MAPK8,P45983,Mitogen-activated protein kinase 8,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MAPK9,MAPK9,P45984,Mitogen-activated protein kinase 9,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MARK1,MARK1,Q9P0L2,Serine/threonine-protein kinase MARK1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MARK2,MARK2,Q7KZI7,Serine/threonine-protein kinase MARK2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MARK3,MARK3,P27448,MAP/microtubule affinity-regulating kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MARK4,MARK4,Q96L34,MAP/microtubule affinity-regulating kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MATK,MATK,P42679,Megakaryocyte-associated tyrosine-protein kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MELK,MELK,Q14680,Maternal embryonic leucine zipper kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MERTK,MERTK,Q12866,Tyrosine-protein kinase Mer,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MET,MET,P08581,Hepatocyte growth factor receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MINK1,MINK1,Q8N4C8,Misshapen-like kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MKNK1,MKNK1,Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MKNK2,MKNK2,Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MUSK,MUSK,O15146,"Muscle, skeletal receptor tyrosine-protein kinase",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MYLK,MYLK,Q15746,"Myosin light chain kinase, smooth muscle",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MYLK2,MYLK2,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MYLK3,MYLK3,Q32MK0,Myosin light chain kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,MYLK4,MYLK4,Q86YV6,Myosin light chain kinase family member 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK1,NEK1,Q96PY6,Serine/threonine-protein kinase Nek1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK11,NEK11,Q8NG66,Serine/threonine-protein kinase Nek11,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK2,NEK2,P51955,Serine/threonine-protein kinase Nek2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK3,NEK3,P51956,Serine/threonine-protein kinase Nek3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK4,NEK4,P51957,Serine/threonine-protein kinase Nek4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK5,NEK5,Q6P3R8,Serine/threonine-protein kinase Nek5,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK6,NEK6,Q9HC98,Serine/threonine-protein kinase Nek6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK7,NEK7,Q8TDX7,Serine/threonine-protein kinase Nek7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NEK9,NEK9,Q8TD19,Serine/threonine-protein kinase Nek9,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NIM1K,NIM1K,Q8IY84,Serine/threonine-protein kinase NIM1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NTRK1,NTRK1,P04629,High affinity nerve growth factor receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NTRK2,NTRK2,Q16620,BDNF/NT-3 growth factors receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NTRK3,NTRK3,Q16288,NT-3 growth factor receptor,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NUAK1,NUAK1,O60285,NUAK family SNF1-like kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,NUAK2,NUAK2,Q9H093,NUAK family SNF1-like kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PAK1,PAK1,Q13153,Serine/threonine-protein kinase PAK 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PAK2,PAK2,Q13177,Serine/threonine-protein kinase PAK 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PAK4,PAK4,O96013,Serine/threonine-protein kinase PAK 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PAK5,PAK5,Q9P286,Serine/threonine-protein kinase PAK 7,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PAK6,PAK6,Q9NQU5,Serine/threonine-protein kinase PAK 6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PDGFRA,PDGFRA,P16234,Platelet-derived growth factor receptor alpha,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PDGFRB,PDGFRB,P09619,Platelet-derived growth factor receptor beta,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PHKG1,PHKG1,Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PHKG2,PHKG2,P15735,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PI4KB,PI4KB,Q9UBF8,Phosphatidylinositol 4-kinase beta,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PIK3CA,PIK3CA,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PIK3CG,PIK3CG,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PIP4K2B,PIP4K2B,P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PIP4K2C,PIP4K2C,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PIP5K1A,PIP5K1A,Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PKN1,PKN1,Q16512,Serine/threonine-protein kinase N1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PLK1,PLK1,P53350,Serine/threonine-protein kinase PLK1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PLK2,PLK2,Q9NYY3,Serine/threonine-protein kinase PLK2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PLK3,PLK3,Q9H4B4,Serine/threonine-protein kinase PLK3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PLK4,PLK4,O00444,Serine/threonine-protein kinase PLK4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKAA1,PRKAA1,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKAA2,PRKAA2,P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKCE,PRKCE,Q02156,Protein kinase C epsilon type,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKD3,PRKD3,O94806,Serine/threonine-protein kinase D3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKG1,PRKG1,Q13976,cGMP-dependent protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRKG2,PRKG2,Q13237,cGMP-dependent protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PRPF4B,PRPF4B,Q13523,Serine/threonine-protein kinase PRP4 homolog,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PTK2,PTK2,Q05397,Focal adhesion kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PTK2B,PTK2B,Q14289,Protein-tyrosine kinase 2-beta,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,PTK6,PTK6,Q13882,Protein-tyrosine kinase 6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RET,RET,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIOK1,RIOK1,Q9BRS2,Serine/threonine-protein kinase RIO1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIOK2,RIOK2,Q9BVS4,Serine/threonine-protein kinase RIO2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIOK3,RIOK3,O14730,Serine/threonine-protein kinase RIO3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIPK1,RIPK1,Q13546,Receptor-interacting serine/threonine-protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIPK2,RIPK2,O43353,Receptor-interacting serine/threonine-protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RIPK4,RIPK4,P57078,Receptor-interacting serine/threonine-protein kinase 4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ROCK1,ROCK1,Q13464,Rho-associated protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ROCK2,ROCK2,O75116,Rho-associated protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,ROS1,ROS1,P08922,Proto-oncogene tyrosine-protein kinase ROS,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA1,RPS6KA1,Q15418,Ribosomal protein S6 kinase alpha-1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA2,RPS6KA2,Q15349,Ribosomal protein S6 kinase alpha-2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA3,RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA4,RPS6KA4,O75676,Ribosomal protein S6 kinase alpha-4,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA5,RPS6KA5,O75582,Ribosomal protein S6 kinase alpha-5,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KA6,RPS6KA6,Q9UK32,Ribosomal protein S6 kinase alpha-6,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,RPS6KB1,RPS6KB1,P23443,Ribosomal protein S6 kinase beta-1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SBK1,SBK1,Q52WX2,Serine/threonine-protein kinase SBK1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SBK3,SBK3,P0C264,Uncharacterized serine/threonine-protein kinase SBK3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SGK3,SGK3,Q96BR1,Serine/threonine-protein kinase Sgk3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SIK1,SIK1,P57059,Serine/threonine-protein kinase SIK1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SIK2,SIK2,Q9H0K1,Serine/threonine-protein kinase SIK2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SIK3,SIK3,Q9Y2K2,Serine/threonine-protein kinase SIK3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SLK,SLK,Q9H2G2,STE20-like serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SNRK,SNRK,Q9NRH2,SNF-related serine/threonine-protein kinase,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SRC,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SRMS,SRMS,Q9H3Y6,Tyrosine-protein kinase Srms,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SRPK1,SRPK1,Q96SB4,SRSF protein kinase 1,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SRPK2,SRPK2,P78362,SRSF protein kinase 2,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,SRPK3,SRPK3,Q9UPE1,SRSF protein kinase 3,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK10,STK10,O94804,Serine/threonine-protein kinase 10,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK11,STK11,Q15831,Serine/threonine-protein kinase STK11,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK16,STK16,O75716,Serine/threonine-protein kinase 16,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK17A,STK17A,Q9UEE5,Serine/threonine-protein kinase 17A,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK17B,STK17B,O94768,Serine/threonine-protein kinase 17B,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK25,STK25,O00506,Serine/threonine-protein kinase 25,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK26,STK26,Q9P289,Serine/threonine-protein kinase 26,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK33,STK33,Q9BYT3,Serine/threonine-protein kinase 33,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK36,STK36,Q9NRP7,Serine/threonine-protein kinase 36,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK38,STK38,Q15208,Serine/threonine-protein kinase 38,,DrugCentral,Homo sapiens,
382,DM4ZBK6,Fedratinib,STK39,STK39,Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase,,DrugCentral,Homo sapiens,
