source,target,string_source_id,string_target_id,score,source_db
ENG,BMPR2,9606.ENSP00000362299,9606.ENSP00000363708,0.979,STRING
SMAD2,MAPK3,9606.ENSP00000262160,9606.ENSP00000263025,0.979,STRING
CACNA1H,CACNA1I,9606.ENSP00000334198,9606.ENSP00000385019,0.979,STRING
RB1,SMARCA4,9606.ENSP00000267163,9606.ENSP00000343896,0.979,STRING
HTR3A,HTR3E,9606.ENSP00000347754,9606.ENSP00000406050,0.979,STRING
RIPK1,TBK1,9606.ENSP00000259808,9606.ENSP00000329967,0.979,STRING
ABCC2,ABCG2,9606.ENSP00000497274,9606.ENSP00000498246,0.979,STRING
CYP17A1,AKR1C3,9606.ENSP00000358903,9606.ENSP00000369927,0.979,STRING
HDAC5,NCOR1,9606.ENSP00000225983,9606.ENSP00000268712,0.979,STRING
IL23R,TYK2,9606.ENSP00000321345,9606.ENSP00000431885,0.979,STRING
KRAS,MET,9606.ENSP00000256078,9606.ENSP00000317272,0.979,STRING
NFKB1,IL18,9606.ENSP00000226574,9606.ENSP00000280357,0.979,STRING
CD4,FOXP3,9606.ENSP00000011653,9606.ENSP00000365380,0.979,STRING
MAPK1,HRAS,9606.ENSP00000215832,9606.ENSP00000407586,0.979,STRING
KDR,ITGB3,9606.ENSP00000263923,9606.ENSP00000452786,0.979,STRING
PIK3CA,ALK,9606.ENSP00000263967,9606.ENSP00000373700,0.979,STRING
ADRB1,GNAS,9606.ENSP00000358301,9606.ENSP00000360141,0.979,STRING
TUBB1,TUBA1B,9606.ENSP00000217133,9606.ENSP00000336799,0.979,STRING
STK11,PTEN,9606.ENSP00000324856,9606.ENSP00000361021,0.979,STRING
NDUFA4,NDUFV3,9606.ENSP00000339720,9606.ENSP00000346196,0.979,STRING
PIK3R1,PLCG2,9606.ENSP00000428056,9606.ENSP00000482457,0.979,STRING
CALM3,PDE1C,9606.ENSP00000291295,9606.ENSP00000379496,0.979,STRING
AKT1,CTNNB1,9606.ENSP00000451828,9606.ENSP00000495360,0.979,STRING
TUBB4A,TUBA1A,9606.ENSP00000264071,9606.ENSP00000439020,0.979,STRING
ERBB2,PLCG2,9606.ENSP00000269571,9606.ENSP00000482457,0.979,STRING
KCNH2,SCN5A,9606.ENSP00000262186,9606.ENSP00000328968,0.978,STRING
CALM3,CACNA1B,9606.ENSP00000291295,9606.ENSP00000360423,0.978,STRING
GALC,GBA,9606.ENSP00000261304,9606.ENSP00000314508,0.978,STRING
THRA,NCOR1,9606.ENSP00000264637,9606.ENSP00000268712,0.978,STRING
MAPT,TUBA1A,9606.ENSP00000340820,9606.ENSP00000439020,0.978,STRING
CACNA1C,CACNA1F,9606.ENSP00000266376,9606.ENSP00000365441,0.978,STRING
TSC2,PRKAA1,9606.ENSP00000219476,9606.ENSP00000346148,0.978,STRING
DMD,LAMA2,9606.ENSP00000354923,9606.ENSP00000400365,0.978,STRING
VWF,F10,9606.ENSP00000261405,9606.ENSP00000364709,0.978,STRING
KRAS,PDGFRA,9606.ENSP00000256078,9606.ENSP00000257290,0.978,STRING
RBX1,HIF1A,9606.ENSP00000216225,9606.ENSP00000437955,0.978,STRING
EBF1,ZNF423,9606.ENSP00000322898,9606.ENSP00000455426,0.978,STRING
FXYD2,ATP1A2,9606.ENSP00000292079,9606.ENSP00000354490,0.978,STRING
PTK2,IGF1R,9606.ENSP00000341189,9606.ENSP00000497069,0.978,STRING
PIK3CD,BTK,9606.ENSP00000366563,9606.ENSP00000483570,0.978,STRING
MEN1,CTNNB1,9606.ENSP00000337088,9606.ENSP00000495360,0.978,STRING
IL2RA,JAK1,9606.ENSP00000369293,9606.ENSP00000499900,0.978,STRING
KCNN2,CALM1,9606.ENSP00000264773,9606.ENSP00000499717,0.978,STRING
C3,PLG,9606.ENSP00000245907,9606.ENSP00000308938,0.978,STRING
RPS27A,PSMC2,9606.ENSP00000272317,9606.ENSP00000391211,0.978,STRING
ITGB3,FGA,9606.ENSP00000452786,9606.ENSP00000498441,0.978,STRING
CRBN,BRD4,9606.ENSP00000231948,9606.ENSP00000263377,0.978,STRING
TUBB4A,TUBA1C,9606.ENSP00000264071,9606.ENSP00000443475,0.978,STRING
TUBA3E,TUBB2A,9606.ENSP00000318197,9606.ENSP00000369703,0.978,STRING
TUBA3E,TUBB,9606.ENSP00000318197,9606.ENSP00000339001,0.978,STRING
DRD4,SLC6A4,9606.ENSP00000176183,9606.ENSP00000261707,0.978,STRING
EZH2,AR,9606.ENSP00000320147,9606.ENSP00000363822,0.978,STRING
ATP1B3,ATP1A2,9606.ENSP00000286371,9606.ENSP00000354490,0.978,STRING
CACNG3,CACNA2D1,9606.ENSP00000005284,9606.ENSP00000349320,0.978,STRING
PSMA4,RPS27A,9606.ENSP00000044462,9606.ENSP00000272317,0.978,STRING
PSMA4,ADRM1,9606.ENSP00000044462,9606.ENSP00000478877,0.978,STRING
EP300,HNF4A,9606.ENSP00000263253,9606.ENSP00000312987,0.978,STRING
IFNG,IL17A,9606.ENSP00000229135,9606.ENSP00000497968,0.978,STRING
PALB2,NDUFA13,9606.ENSP00000261584,9606.ENSP00000423673,0.978,STRING
PIK3CA,IGF1R,9606.ENSP00000263967,9606.ENSP00000497069,0.978,STRING
ATP1A2,ATP1A3,9606.ENSP00000354490,9606.ENSP00000444688,0.978,STRING
IL2,IL7R,9606.ENSP00000226730,9606.ENSP00000306157,0.978,STRING
NCOR1,RXRA,9606.ENSP00000268712,9606.ENSP00000419692,0.977,STRING
IL5,IL6,9606.ENSP00000231454,9606.ENSP00000385675,0.977,STRING
STAT5B,GHR,9606.ENSP00000293328,9606.ENSP00000483403,0.977,STRING
RUNX3,CTNNB1,9606.ENSP00000382800,9606.ENSP00000495360,0.977,STRING
CACNA1D,CACNG7,9606.ENSP00000288139,9606.ENSP00000375647,0.977,STRING
SOX2,PAX6,9606.ENSP00000323588,9606.ENSP00000492024,0.977,STRING
RPS27A,TNFAIP3,9606.ENSP00000272317,9606.ENSP00000481570,0.977,STRING
PIK3CA,FGFR1,9606.ENSP00000263967,9606.ENSP00000393312,0.977,STRING
PSMA8,PSMA7,9606.ENSP00000311121,9606.ENSP00000359910,0.977,STRING
IL4,TNF,9606.ENSP00000231449,9606.ENSP00000398698,0.977,STRING
PTGER1,PTGER4,9606.ENSP00000292513,9606.ENSP00000302846,0.977,STRING
TUBB4A,TUBA1B,9606.ENSP00000264071,9606.ENSP00000336799,0.977,STRING
ACVR2A,SMAD2,9606.ENSP00000241416,9606.ENSP00000262160,0.977,STRING
BMP5,ACVR1,9606.ENSP00000359866,9606.ENSP00000405004,0.977,STRING
CREBBP,RXRA,9606.ENSP00000262367,9606.ENSP00000419692,0.977,STRING
CALM3,CACNA1A,9606.ENSP00000291295,9606.ENSP00000489829,0.977,STRING
CREBBP,RUNX1,9606.ENSP00000262367,9606.ENSP00000300305,0.977,STRING
BMP5,BMPR1B,9606.ENSP00000359866,9606.ENSP00000401907,0.977,STRING
STAT4,JAK2,9606.ENSP00000351255,9606.ENSP00000371067,0.977,STRING
NRAS,FGFR2,9606.ENSP00000358548,9606.ENSP00000410294,0.977,STRING
HTR2B,HTR2C,9606.ENSP00000258400,9606.ENSP00000276198,0.977,STRING
MAPK1,MAP2K3,9606.ENSP00000215832,9606.ENSP00000345083,0.977,STRING
CDKN1B,RHOA,9606.ENSP00000228872,9606.ENSP00000400175,0.977,STRING
PSMD11,PSMB9,9606.ENSP00000261712,9606.ENSP00000363993,0.977,STRING
JAK2,IL4R,9606.ENSP00000371067,9606.ENSP00000379111,0.977,STRING
EPHA1,EPHA2,9606.ENSP00000275815,9606.ENSP00000351209,0.976,STRING
CD19,PIK3R1,9606.ENSP00000313419,9606.ENSP00000428056,0.976,STRING
PSMB9,PSMD6,9606.ENSP00000363993,9606.ENSP00000418695,0.976,STRING
IFNGR1,TYK2,9606.ENSP00000356713,9606.ENSP00000431885,0.976,STRING
MT-ND6,NDUFB1,9606.ENSP00000354665,9606.ENSP00000483888,0.976,STRING
SCN1B,SCN7A,9606.ENSP00000396915,9606.ENSP00000496114,0.976,STRING
CD19,MS4A1,9606.ENSP00000313419,9606.ENSP00000433277,0.976,STRING
CACNG1,CACNG7,9606.ENSP00000226021,9606.ENSP00000375647,0.976,STRING
SYK,PIK3CD,9606.ENSP00000364898,9606.ENSP00000366563,0.976,STRING
APOA1,LPA,9606.ENSP00000236850,9606.ENSP00000321334,0.976,STRING
TP53,SMARCB1,9606.ENSP00000269305,9606.ENSP00000340883,0.976,STRING
STAT5B,IL2RG,9606.ENSP00000293328,9606.ENSP00000363318,0.976,STRING
CD4,IL10,9606.ENSP00000011653,9606.ENSP00000412237,0.976,STRING
EBF1,TET2,9606.ENSP00000322898,9606.ENSP00000442788,0.976,STRING
KRAS,KIT,9606.ENSP00000256078,9606.ENSP00000288135,0.976,STRING
IL10,JAK1,9606.ENSP00000412237,9606.ENSP00000499900,0.976,STRING
GATA2,GATA1,9606.ENSP00000345681,9606.ENSP00000365858,0.976,STRING
PDGFRB,PIK3CA,9606.ENSP00000261799,9606.ENSP00000263967,0.976,STRING
RRM1,TYMS,9606.ENSP00000300738,9606.ENSP00000315644,0.976,STRING
H3-3A,ATRX,9606.ENSP00000355780,9606.ENSP00000362441,0.976,STRING
WAS,BTK,9606.ENSP00000365891,9606.ENSP00000483570,0.976,STRING
ERBB2,ESR1,9606.ENSP00000269571,9606.ENSP00000405330,0.976,STRING
RPS27A,PSMD1,9606.ENSP00000272317,9606.ENSP00000309474,0.976,STRING
PIK3CD,AKT1,9606.ENSP00000366563,9606.ENSP00000451828,0.976,STRING
FOXP3,CTLA4,9606.ENSP00000365380,9606.ENSP00000497102,0.976,STRING
IL2RB,STAT5B,9606.ENSP00000216223,9606.ENSP00000293328,0.976,STRING
CTNNB1,NOTCH1,9606.ENSP00000495360,9606.ENSP00000498587,0.976,STRING
HDAC7,FOXA1,9606.ENSP00000080059,9606.ENSP00000250448,0.976,STRING
ZEB1,HDAC1,9606.ENSP00000354487,9606.ENSP00000362649,0.975,STRING
CD4,IL2,9606.ENSP00000011653,9606.ENSP00000226730,0.975,STRING
SMO,GLI3,9606.ENSP00000249373,9606.ENSP00000379258,0.975,STRING
PSMD7,PSMB9,9606.ENSP00000219313,9606.ENSP00000363993,0.975,STRING
JAK2,JAK3,9606.ENSP00000371067,9606.ENSP00000432511,0.975,STRING
MT-ND4L,NDUFB2,9606.ENSP00000354728,9606.ENSP00000419087,0.975,STRING
SMAD3,HIF1A,9606.ENSP00000332973,9606.ENSP00000437955,0.975,STRING
PDGFRB,INS,9606.ENSP00000261799,9606.ENSP00000380432,0.975,STRING
KDR,HSPG2,9606.ENSP00000263923,9606.ENSP00000363827,0.975,STRING
TNNI3,MYBPC3,9606.ENSP00000341838,9606.ENSP00000442795,0.975,STRING
PSMC1,PSMB8,9606.ENSP00000261303,9606.ENSP00000364016,0.975,STRING
CXCL8,PTGS2,9606.ENSP00000306512,9606.ENSP00000356438,0.975,STRING
TSC1,GSK3B,9606.ENSP00000298552,9606.ENSP00000324806,0.975,STRING
ALDH2,MAOB,9606.ENSP00000261733,9606.ENSP00000367309,0.975,STRING
RPS27A,PSMC5,9606.ENSP00000272317,9606.ENSP00000310572,0.975,STRING
MAPK1,RAF1,9606.ENSP00000215832,9606.ENSP00000401888,0.975,STRING
RPS27A,PSMC3,9606.ENSP00000272317,9606.ENSP00000481029,0.975,STRING
IL1B,TLR9,9606.ENSP00000263341,9606.ENSP00000353874,0.975,STRING
KCNQ4,KCNQ5,9606.ENSP00000262916,9606.ENSP00000345055,0.975,STRING
PSMA5,ADRM1,9606.ENSP00000271308,9606.ENSP00000478877,0.975,STRING
LRRK2,SFN,9606.ENSP00000298910,9606.ENSP00000340989,0.975,STRING
CACNA1D,CACNA1S,9606.ENSP00000288139,9606.ENSP00000355192,0.975,STRING
ASXL1,TET2,9606.ENSP00000364839,9606.ENSP00000442788,0.975,STRING
KDR,PIK3CA,9606.ENSP00000263923,9606.ENSP00000263967,0.975,STRING
GRIA4,CACNG2,9606.ENSP00000282499,9606.ENSP00000300105,0.975,STRING
PSMD11,RPS27A,9606.ENSP00000261712,9606.ENSP00000272317,0.975,STRING
TGFB1,EGFR,9606.ENSP00000221930,9606.ENSP00000275493,0.975,STRING
FECH,HMBS,9606.ENSP00000498358,9606.ENSP00000498786,0.975,STRING
ALB,FGA,9606.ENSP00000295897,9606.ENSP00000498441,0.975,STRING
PSMA8,PSMC3,9606.ENSP00000311121,9606.ENSP00000481029,0.975,STRING
EP300,TCF7L2,9606.ENSP00000263253,9606.ENSP00000486891,0.975,STRING
SRC,PLCG2,9606.ENSP00000362680,9606.ENSP00000482457,0.975,STRING
PSMB9,PSMC6,9606.ENSP00000363993,9606.ENSP00000484998,0.975,STRING
PSMA2,RPS27A,9606.ENSP00000223321,9606.ENSP00000272317,0.975,STRING
IL1B,IL6R,9606.ENSP00000263341,9606.ENSP00000357470,0.975,STRING
ACE,AGTR1,9606.ENSP00000290866,9606.ENSP00000398832,0.974,STRING
AKR1B1,DHFR,9606.ENSP00000285930,9606.ENSP00000396308,0.974,STRING
NCOR1,PPARD,9606.ENSP00000268712,9606.ENSP00000310928,0.974,STRING
MMP1,MMP9,9606.ENSP00000322788,9606.ENSP00000361405,0.974,STRING
MSH2,ARID1A,9606.ENSP00000233146,9606.ENSP00000320485,0.974,STRING
MSH2,TP53,9606.ENSP00000233146,9606.ENSP00000269305,0.974,STRING
CETP,APOE,9606.ENSP00000200676,9606.ENSP00000252486,0.974,STRING
SMARCA4,MYC,9606.ENSP00000343896,9606.ENSP00000478887,0.974,STRING
PSMA3,RPS27A,9606.ENSP00000216455,9606.ENSP00000272317,0.974,STRING
TP53,PTGS2,9606.ENSP00000269305,9606.ENSP00000356438,0.974,STRING
PGR,ESR1,9606.ENSP00000325120,9606.ENSP00000405330,0.974,STRING
PIK3CD,PLCG2,9606.ENSP00000366563,9606.ENSP00000482457,0.974,STRING
PSMD3,PSMB9,9606.ENSP00000264639,9606.ENSP00000363993,0.974,STRING
C5,C3,9606.ENSP00000223642,9606.ENSP00000245907,0.974,STRING
MT-ND6,NDUFB2,9606.ENSP00000354665,9606.ENSP00000419087,0.974,STRING
PARP1,BRCA1,9606.ENSP00000355759,9606.ENSP00000418960,0.974,STRING
TSC1,MTOR,9606.ENSP00000298552,9606.ENSP00000354558,0.974,STRING
CCND1,EP300,9606.ENSP00000227507,9606.ENSP00000263253,0.974,STRING
DDB1,CDK12,9606.ENSP00000301764,9606.ENSP00000398880,0.974,STRING
IL1B,PTGS2,9606.ENSP00000263341,9606.ENSP00000356438,0.974,STRING
MYBPC3,TNNT2,9606.ENSP00000442795,9606.ENSP00000499593,0.974,STRING
CAV1,HRAS,9606.ENSP00000339191,9606.ENSP00000407586,0.974,STRING
WAS,AKT1,9606.ENSP00000365891,9606.ENSP00000451828,0.974,STRING
CACNG3,CACNG1,9606.ENSP00000005284,9606.ENSP00000226021,0.974,STRING
CCND1,CDKN2B,9606.ENSP00000227507,9606.ENSP00000276925,0.974,STRING
KRAS,PIK3CD,9606.ENSP00000256078,9606.ENSP00000366563,0.974,STRING
PTEN,PIK3CD,9606.ENSP00000361021,9606.ENSP00000366563,0.973,STRING
HDAC5,HDAC4,9606.ENSP00000225983,9606.ENSP00000264606,0.973,STRING
PTGS2,ALOX5,9606.ENSP00000356438,9606.ENSP00000363512,0.973,STRING
STAT4,JAK3,9606.ENSP00000351255,9606.ENSP00000432511,0.973,STRING
PLCG2,PRKCB,9606.ENSP00000482457,9606.ENSP00000496129,0.973,STRING
CACNB3,CACNA1F,9606.ENSP00000301050,9606.ENSP00000365441,0.973,STRING
TP53,TRRAP,9606.ENSP00000269305,9606.ENSP00000352925,0.973,STRING
ITGB2,ITGB3,9606.ENSP00000380948,9606.ENSP00000452786,0.973,STRING
STAT4,TYK2,9606.ENSP00000351255,9606.ENSP00000431885,0.973,STRING
STAT3,STAT4,9606.ENSP00000264657,9606.ENSP00000351255,0.973,STRING
CD3D,LCK,9606.ENSP00000300692,9606.ENSP00000477713,0.973,STRING
MTOR,CHUK,9606.ENSP00000354558,9606.ENSP00000359424,0.973,STRING
SRC,YES1,9606.ENSP00000362680,9606.ENSP00000462468,0.973,STRING
KCNQ1,SCN5A,9606.ENSP00000155840,9606.ENSP00000328968,0.973,STRING
RBX1,RPS27A,9606.ENSP00000216225,9606.ENSP00000272317,0.973,STRING
ALK,PIK3R1,9606.ENSP00000373700,9606.ENSP00000428056,0.973,STRING
TOP2B,TOP2A,9606.ENSP00000264331,9606.ENSP00000411532,0.973,STRING
PSMD4,PSMB8,9606.ENSP00000357876,9606.ENSP00000364016,0.973,STRING
STAT3,EZH2,9606.ENSP00000264657,9606.ENSP00000320147,0.973,STRING
KRAS,PIK3CB,9606.ENSP00000256078,9606.ENSP00000501150,0.973,STRING
PDE1B,CALM3,9606.ENSP00000243052,9606.ENSP00000291295,0.973,STRING
RYR2,CALM2,9606.ENSP00000355533,9606.ENSP00000499797,0.973,STRING
NDUFB4,PALB2,9606.ENSP00000184266,9606.ENSP00000261584,0.973,STRING
GABRA4,GABRD,9606.ENSP00000264318,9606.ENSP00000367848,0.973,STRING
TLR4,IL6,9606.ENSP00000363089,9606.ENSP00000385675,0.973,STRING
KRAS,FGFR2,9606.ENSP00000256078,9606.ENSP00000410294,0.973,STRING
STAT3,IRF4,9606.ENSP00000264657,9606.ENSP00000370343,0.973,STRING
MMP9,ELANE,9606.ENSP00000361405,9606.ENSP00000466090,0.973,STRING
EP300,GATA4,9606.ENSP00000263253,9606.ENSP00000435712,0.973,STRING
RARB,RXRG,9606.ENSP00000332296,9606.ENSP00000352900,0.973,STRING
CD40,CTLA4,9606.ENSP00000361359,9606.ENSP00000497102,0.973,STRING
CACNB2,CACNA1F,9606.ENSP00000320025,9606.ENSP00000365441,0.973,STRING
MMP2,SRC,9606.ENSP00000219070,9606.ENSP00000362680,0.972,STRING
PSMA2,ADRM1,9606.ENSP00000223321,9606.ENSP00000478877,0.972,STRING
RYR1,RYR2,9606.ENSP00000352608,9606.ENSP00000355533,0.972,STRING
ANK1,SPTBN4,9606.ENSP00000265709,9606.ENSP00000469242,0.972,STRING
KCNQ4,CALM3,9606.ENSP00000262916,9606.ENSP00000291295,0.972,STRING
NFKB1,PPARG,9606.ENSP00000226574,9606.ENSP00000287820,0.972,STRING
CARD11,PRKCB,9606.ENSP00000380150,9606.ENSP00000496129,0.972,STRING
CDK4,BRCA1,9606.ENSP00000257904,9606.ENSP00000418960,0.972,STRING
SMAD4,HDAC1,9606.ENSP00000341551,9606.ENSP00000362649,0.972,STRING
NFKB1,MYD88,9606.ENSP00000226574,9606.ENSP00000498321,0.972,STRING
IRAK1,TLR7,9606.ENSP00000358997,9606.ENSP00000370034,0.972,STRING
ERBB2,PIK3CB,9606.ENSP00000269571,9606.ENSP00000501150,0.972,STRING
PSMD1,PSMB9,9606.ENSP00000309474,9606.ENSP00000363993,0.972,STRING
HTR2C,GNAS,9606.ENSP00000276198,9606.ENSP00000360141,0.972,STRING
PRKAA1,MTOR,9606.ENSP00000346148,9606.ENSP00000354558,0.972,STRING
CD4,IL17A,9606.ENSP00000011653,9606.ENSP00000497968,0.972,STRING
CCND1,CTNNB1,9606.ENSP00000227507,9606.ENSP00000495360,0.972,STRING
CD19,NCAM1,9606.ENSP00000313419,9606.ENSP00000480132,0.972,STRING
RSPO3,RNF43,9606.ENSP00000349131,9606.ENSP00000463069,0.972,STRING
KCNQ1,KCNQ5,9606.ENSP00000155840,9606.ENSP00000345055,0.972,STRING
MAP3K7,TLR4,9606.ENSP00000358335,9606.ENSP00000363089,0.972,STRING
PSMB8,PSMC2,9606.ENSP00000364016,9606.ENSP00000391211,0.972,STRING
CD86,CD274,9606.ENSP00000332049,9606.ENSP00000370989,0.972,STRING
TP53,PARP1,9606.ENSP00000269305,9606.ENSP00000355759,0.972,STRING
IL2RA,IL10,9606.ENSP00000369293,9606.ENSP00000412237,0.972,STRING
IFNGR1,SOCS1,9606.ENSP00000356713,9606.ENSP00000496577,0.972,STRING
FAAH,CNR1,9606.ENSP00000243167,9606.ENSP00000358513,0.972,STRING
EPOR,STAT5B,9606.ENSP00000222139,9606.ENSP00000293328,0.972,STRING
PIK3CA,RAF1,9606.ENSP00000263967,9606.ENSP00000401888,0.972,STRING
NCOR1,HDAC9,9606.ENSP00000268712,9606.ENSP00000408617,0.972,STRING
F5,PROS1,9606.ENSP00000356771,9606.ENSP00000377783,0.972,STRING
CACNG4,CACNA2D1,9606.ENSP00000262138,9606.ENSP00000349320,0.972,STRING
NTRK3,ETV6,9606.ENSP00000354207,9606.ENSP00000379658,0.972,STRING
CHUK,MAP3K1,9606.ENSP00000359424,9606.ENSP00000382423,0.971,STRING
LRP6,CAV1,9606.ENSP00000261349,9606.ENSP00000339191,0.971,STRING
RIPK2,CARD9,9606.ENSP00000220751,9606.ENSP00000360797,0.971,STRING
ATP1B2,ATP1B1,9606.ENSP00000250111,9606.ENSP00000356790,0.971,STRING
MAP2K2,MAP3K1,9606.ENSP00000262948,9606.ENSP00000382423,0.971,STRING
ERBB2,PTPN11,9606.ENSP00000269571,9606.ENSP00000489597,0.971,STRING
TUBB4A,TUBA3E,9606.ENSP00000264071,9606.ENSP00000318197,0.971,STRING
KRAS,IFNGR1,9606.ENSP00000256078,9606.ENSP00000356713,0.971,STRING
TLR4,SYK,9606.ENSP00000363089,9606.ENSP00000364898,0.971,STRING
KRAS,IGF1R,9606.ENSP00000256078,9606.ENSP00000497069,0.971,STRING
MLH1,FANCD2,9606.ENSP00000231790,9606.ENSP00000287647,0.971,STRING
IL2,CD8A,9606.ENSP00000226730,9606.ENSP00000386559,0.971,STRING
CALM3,CACNA1E,9606.ENSP00000291295,9606.ENSP00000356545,0.971,STRING
KRAS,FGFR3,9606.ENSP00000256078,9606.ENSP00000339824,0.971,STRING
TP53,RPS27A,9606.ENSP00000269305,9606.ENSP00000272317,0.971,STRING
PALB2,NDUFS4,9606.ENSP00000261584,9606.ENSP00000296684,0.971,STRING
GALC,SMPD1,9606.ENSP00000261304,9606.ENSP00000340409,0.971,STRING
CBL,BCR,9606.ENSP00000264033,9606.ENSP00000303507,0.971,STRING
CACNA1D,CACNA2D4,9606.ENSP00000288139,9606.ENSP00000372169,0.971,STRING
CYP17A1,CYP19A1,9606.ENSP00000358903,9606.ENSP00000379683,0.971,STRING
FLT3,STAT3,9606.ENSP00000241453,9606.ENSP00000264657,0.971,STRING
APOE,LPA,9606.ENSP00000252486,9606.ENSP00000321334,0.971,STRING
IGF1R,PIK3CB,9606.ENSP00000497069,9606.ENSP00000501150,0.971,STRING
CCR5,CXCL8,9606.ENSP00000292303,9606.ENSP00000306512,0.971,STRING
MECP2,TBL1XR1,9606.ENSP00000395535,9606.ENSP00000405574,0.971,STRING
CACNA1D,CACNA2D2,9606.ENSP00000288139,9606.ENSP00000418081,0.971,STRING
KIT,STAT5B,9606.ENSP00000288135,9606.ENSP00000293328,0.971,STRING
TPO,TSHR,9606.ENSP00000329869,9606.ENSP00000441235,0.971,STRING
CAV1,ESR2,9606.ENSP00000339191,9606.ENSP00000343925,0.971,STRING
ABCC1,ABCG2,9606.ENSP00000382342,9606.ENSP00000498246,0.971,STRING
PSMD2,PSMB9,9606.ENSP00000310129,9606.ENSP00000363993,0.971,STRING
PIK3CD,HRAS,9606.ENSP00000366563,9606.ENSP00000407586,0.971,STRING
PALB2,NDUFA12,9606.ENSP00000261584,9606.ENSP00000330737,0.971,STRING
CD19,PIK3CD,9606.ENSP00000313419,9606.ENSP00000366563,0.971,STRING
CAV1,IGF1R,9606.ENSP00000339191,9606.ENSP00000497069,0.971,STRING
IL1RL1,MYD88,9606.ENSP00000233954,9606.ENSP00000498321,0.971,STRING
TUBB2B,TUBA1C,9606.ENSP00000259818,9606.ENSP00000443475,0.971,STRING
CYP2C9,CYP3A7,9606.ENSP00000260682,9606.ENSP00000337450,0.971,STRING
IL1B,HMGB1,9606.ENSP00000263341,9606.ENSP00000345347,0.97,STRING
FLT3,STAT5B,9606.ENSP00000241453,9606.ENSP00000293328,0.97,STRING
CACNA1C,CALM2,9606.ENSP00000266376,9606.ENSP00000499797,0.97,STRING
CACNA1C,CACNB4,9606.ENSP00000266376,9606.ENSP00000438949,0.97,STRING
GABRB1,GABRA1,9606.ENSP00000295454,9606.ENSP00000393097,0.97,STRING
PALB2,NDUFB9,9606.ENSP00000261584,9606.ENSP00000276689,0.97,STRING
MAPK3,NRAS,9606.ENSP00000263025,9606.ENSP00000358548,0.97,STRING
MMP9,SRC,9606.ENSP00000361405,9606.ENSP00000362680,0.97,STRING
PSMB8,PSMD14,9606.ENSP00000364016,9606.ENSP00000386541,0.97,STRING
NF2,NF1,9606.ENSP00000344666,9606.ENSP00000351015,0.97,STRING
MAP2K3,MAP3K3,9606.ENSP00000345083,9606.ENSP00000354927,0.97,STRING
RB1,RUNX2,9606.ENSP00000267163,9606.ENSP00000360493,0.97,STRING
MAPK14,MAP2K1,9606.ENSP00000229795,9606.ENSP00000302486,0.97,STRING
CACNA1E,CACNA2D2,9606.ENSP00000356545,9606.ENSP00000418081,0.97,STRING
EGFR,JAK1,9606.ENSP00000275493,9606.ENSP00000499900,0.97,STRING
SCN8A,SCN1B,9606.ENSP00000346534,9606.ENSP00000396915,0.97,STRING
IL23R,IL10,9606.ENSP00000321345,9606.ENSP00000412237,0.97,STRING
SMAD2,ACVR1,9606.ENSP00000262160,9606.ENSP00000405004,0.97,STRING
CDKN1B,XPO1,9606.ENSP00000228872,9606.ENSP00000384863,0.97,STRING
AURKB,TOP2A,9606.ENSP00000313950,9606.ENSP00000411532,0.97,STRING
KCNQ1,CALM2,9606.ENSP00000155840,9606.ENSP00000499797,0.97,STRING
POLE3,POLD2,9606.ENSP00000363286,9606.ENSP00000480186,0.97,STRING
TUBB2B,TUBA3E,9606.ENSP00000259818,9606.ENSP00000318197,0.97,STRING
IL18,IL6,9606.ENSP00000280357,9606.ENSP00000385675,0.97,STRING
NCOR1,ESR2,9606.ENSP00000268712,9606.ENSP00000343925,0.97,STRING
CD4,IL4,9606.ENSP00000011653,9606.ENSP00000231449,0.97,STRING
INSR,SOCS1,9606.ENSP00000303830,9606.ENSP00000496577,0.97,STRING
CDH1,ERBB2,9606.ENSP00000261769,9606.ENSP00000269571,0.97,STRING
DNMT3A,HDAC2,9606.ENSP00000264709,9606.ENSP00000430432,0.97,STRING
NRAS,SRC,9606.ENSP00000358548,9606.ENSP00000362680,0.97,STRING
PIK3CA,PTK2,9606.ENSP00000263967,9606.ENSP00000341189,0.97,STRING
TP53,STK11,9606.ENSP00000269305,9606.ENSP00000324856,0.97,STRING
FOXP3,IL2RA,9606.ENSP00000365380,9606.ENSP00000369293,0.97,STRING
PTGS1,ALOX5,9606.ENSP00000354612,9606.ENSP00000363512,0.97,STRING
NPM1,PARP1,9606.ENSP00000296930,9606.ENSP00000355759,0.97,STRING
PIK3CA,ERBB4,9606.ENSP00000263967,9606.ENSP00000342235,0.97,STRING
CXCL8,IL10,9606.ENSP00000306512,9606.ENSP00000412237,0.97,STRING
PTK2,LYN,9606.ENSP00000341189,9606.ENSP00000428924,0.97,STRING
POLA2,POLE3,9606.ENSP00000265465,9606.ENSP00000363286,0.97,STRING
GABRB2,GABRB3,9606.ENSP00000274547,9606.ENSP00000308725,0.969,STRING
PALB2,NDUFA5,9606.ENSP00000261584,9606.ENSP00000417142,0.969,STRING
MAPK1,BCL2,9606.ENSP00000215832,9606.ENSP00000381185,0.969,STRING
NTRK2,NTRK3,9606.ENSP00000277120,9606.ENSP00000354207,0.969,STRING
PKD1,PKHD1,9606.ENSP00000262304,9606.ENSP00000360158,0.969,STRING
