source,target,string_source_id,string_target_id,score,source_db
PSMD3,PSMD2,9606.ENSP00000264639,9606.ENSP00000310129,0.999,STRING
NDUFA12,MT-ND3,9606.ENSP00000330737,9606.ENSP00000355206,0.999,STRING
NDUFA12,MT-ND5,9606.ENSP00000330737,9606.ENSP00000354813,0.999,STRING
NDUFA12,NDUFC1,9606.ENSP00000330737,9606.ENSP00000441126,0.999,STRING
NDUFA12,NDUFS1,9606.ENSP00000330737,9606.ENSP00000392709,0.999,STRING
NDUFA12,NDUFAB1,9606.ENSP00000330737,9606.ENSP00000458770,0.999,STRING
NDUFA12,NDUFB3,9606.ENSP00000330737,9606.ENSP00000407336,0.999,STRING
NDUFA12,NDUFA13,9606.ENSP00000330737,9606.ENSP00000423673,0.999,STRING
BMP4,BMPR2,9606.ENSP00000245451,9606.ENSP00000363708,0.999,STRING
NDUFA12,NDUFA6,9606.ENSP00000330737,9606.ENSP00000482543,0.999,STRING
BMP4,BMPR1B,9606.ENSP00000245451,9606.ENSP00000401907,0.999,STRING
NDUFA12,NDUFA4,9606.ENSP00000330737,9606.ENSP00000339720,0.999,STRING
NDUFA12,MT-ND4,9606.ENSP00000330737,9606.ENSP00000354961,0.999,STRING
NDUFA9,MT-ND3,9606.ENSP00000266544,9606.ENSP00000355206,0.999,STRING
LEPR,JAK2,9606.ENSP00000330393,9606.ENSP00000371067,0.999,STRING
TBK1,DDX3X,9606.ENSP00000329967,9606.ENSP00000494040,0.999,STRING
NDUFA12,NDUFA5,9606.ENSP00000330737,9606.ENSP00000417142,0.999,STRING
NDUFA12,MT-ND2,9606.ENSP00000330737,9606.ENSP00000355046,0.999,STRING
SMO,SHH,9606.ENSP00000249373,9606.ENSP00000297261,0.999,STRING
NDUFA12,NDUFS5,9606.ENSP00000330737,9606.ENSP00000362058,0.999,STRING
GRIN2A,GRIN1,9606.ENSP00000332549,9606.ENSP00000360608,0.999,STRING
CD86,CTLA4,9606.ENSP00000332049,9606.ENSP00000497102,0.999,STRING
NDUFA9,MT-ND4,9606.ENSP00000266544,9606.ENSP00000354961,0.999,STRING
CALCA,CALCR,9606.ENSP00000331746,9606.ENSP00000352561,0.999,STRING
PSMD3,PSMA5,9606.ENSP00000264639,9606.ENSP00000271308,0.999,STRING
NDUFA12,NDUFV3,9606.ENSP00000330737,9606.ENSP00000346196,0.999,STRING
NDUFA12,NDUFS2,9606.ENSP00000330737,9606.ENSP00000356972,0.999,STRING
NDUFA12,MT-ND1,9606.ENSP00000330737,9606.ENSP00000354687,0.999,STRING
NDUFA12,NDUFA8,9606.ENSP00000330737,9606.ENSP00000362873,0.999,STRING
NDUFA12,NDUFB6,9606.ENSP00000330737,9606.ENSP00000369176,0.999,STRING
NDUFA12,NDUFA11,9606.ENSP00000330737,9606.ENSP00000389160,0.999,STRING
NDUFA12,NDUFA1,9606.ENSP00000330737,9606.ENSP00000360492,0.999,STRING
NDUFA12,NDUFA3,9606.ENSP00000330737,9606.ENSP00000418438,0.999,STRING
NDUFA12,NDUFV1,9606.ENSP00000330737,9606.ENSP00000497587,0.999,STRING
C3,CFH,9606.ENSP00000245907,9606.ENSP00000356399,0.999,STRING
SMO,PTCH1,9606.ENSP00000249373,9606.ENSP00000332353,0.999,STRING
PSMD2,PSMC5,9606.ENSP00000310129,9606.ENSP00000310572,0.999,STRING
NDUFA2,NDUFS5,9606.ENSP00000252102,9606.ENSP00000362058,0.999,STRING
NDUFV2,NDUFV3,9606.ENSP00000327268,9606.ENSP00000346196,0.999,STRING
NDUFA2,NDUFB1,9606.ENSP00000252102,9606.ENSP00000483888,0.999,STRING
NDUFA2,NDUFS8,9606.ENSP00000252102,9606.ENSP00000315774,0.999,STRING
NDUFA2,NDUFA10,9606.ENSP00000252102,9606.ENSP00000252711,0.999,STRING
NDUFA2,NDUFB6,9606.ENSP00000252102,9606.ENSP00000369176,0.999,STRING
NDUFA2,NDUFS2,9606.ENSP00000252102,9606.ENSP00000356972,0.999,STRING
NDUFA2,NDUFA8,9606.ENSP00000252102,9606.ENSP00000362873,0.999,STRING
NDUFV2,MT-ND2,9606.ENSP00000327268,9606.ENSP00000355046,0.999,STRING
NDUFA2,NDUFV3,9606.ENSP00000252102,9606.ENSP00000346196,0.999,STRING
NDUFA2,MT-ND2,9606.ENSP00000252102,9606.ENSP00000355046,0.999,STRING
NDUFA2,NDUFA3,9606.ENSP00000252102,9606.ENSP00000418438,0.999,STRING
NDUFA2,NDUFB9,9606.ENSP00000252102,9606.ENSP00000276689,0.999,STRING
NDUFA2,NDUFV1,9606.ENSP00000252102,9606.ENSP00000497587,0.999,STRING
NDUFA2,MT-ND1,9606.ENSP00000252102,9606.ENSP00000354687,0.999,STRING
RRM2B,RRM1,9606.ENSP00000251810,9606.ENSP00000300738,0.999,STRING
NDUFV2,NDUFV1,9606.ENSP00000327268,9606.ENSP00000497587,0.999,STRING
NKX2-5,GATA4,9606.ENSP00000327758,9606.ENSP00000435712,0.999,STRING
NDUFV2,MT-ND4,9606.ENSP00000327268,9606.ENSP00000354961,0.999,STRING
NDUFV2,NDUFC1,9606.ENSP00000327268,9606.ENSP00000441126,0.999,STRING
NDUFV2,NDUFAB1,9606.ENSP00000327268,9606.ENSP00000458770,0.999,STRING
NDUFV2,NDUFS1,9606.ENSP00000327268,9606.ENSP00000392709,0.999,STRING
NDUFV2,NDUFB3,9606.ENSP00000327268,9606.ENSP00000407336,0.999,STRING
NDUFV2,NDUFA13,9606.ENSP00000327268,9606.ENSP00000423673,0.999,STRING
NDUFV2,MT-ND3,9606.ENSP00000327268,9606.ENSP00000355206,0.999,STRING
NDUFV2,NDUFA12,9606.ENSP00000327268,9606.ENSP00000330737,0.999,STRING
NDUFV2,MT-ND1,9606.ENSP00000327268,9606.ENSP00000354687,0.999,STRING
NDUFV2,NDUFA6,9606.ENSP00000327268,9606.ENSP00000482543,0.999,STRING
NDUFV2,NDUFA5,9606.ENSP00000327268,9606.ENSP00000417142,0.999,STRING
NDUFV2,MT-ND5,9606.ENSP00000327268,9606.ENSP00000354813,0.999,STRING
NDUFV2,NDUFA1,9606.ENSP00000327268,9606.ENSP00000360492,0.999,STRING
NDUFV2,NDUFA11,9606.ENSP00000327268,9606.ENSP00000389160,0.999,STRING
NDUFV2,NDUFA3,9606.ENSP00000327268,9606.ENSP00000418438,0.999,STRING
GRIN2A,GRIN2B,9606.ENSP00000332549,9606.ENSP00000477455,0.999,STRING
GRIN2A,GRIN3A,9606.ENSP00000332549,9606.ENSP00000355155,0.999,STRING
NDUFA9,NDUFA13,9606.ENSP00000266544,9606.ENSP00000423673,0.999,STRING
SMARCB1,PBRM1,9606.ENSP00000340883,9606.ENSP00000386593,0.999,STRING
PTK2,SOS1,9606.ENSP00000341189,9606.ENSP00000384675,0.999,STRING
TP53,PTEN,9606.ENSP00000269305,9606.ENSP00000361021,0.999,STRING
NDUFA9,NDUFA3,9606.ENSP00000266544,9606.ENSP00000418438,0.999,STRING
NDUFA9,MT-ND1,9606.ENSP00000266544,9606.ENSP00000354687,0.999,STRING
SMARCB1,ARID1B,9606.ENSP00000340883,9606.ENSP00000490491,0.999,STRING
SMARCB1,SMARCA4,9606.ENSP00000340883,9606.ENSP00000343896,0.999,STRING
NDUFA9,NDUFV1,9606.ENSP00000266544,9606.ENSP00000497587,0.999,STRING
TUBB4B,TUBA1A,9606.ENSP00000341289,9606.ENSP00000439020,0.999,STRING
NDUFA9,MT-ND2,9606.ENSP00000266544,9606.ENSP00000355046,0.999,STRING
MSH6,PMS2,9606.ENSP00000234420,9606.ENSP00000265849,0.999,STRING
MSH6,ATM,9606.ENSP00000234420,9606.ENSP00000278616,0.999,STRING
NDUFA9,NDUFA12,9606.ENSP00000266544,9606.ENSP00000330737,0.999,STRING
FGFR3,FGF9,9606.ENSP00000339824,9606.ENSP00000371790,0.999,STRING
NDUFA9,NDUFB8,9606.ENSP00000266544,9606.ENSP00000299166,0.999,STRING
PTK2,SRC,9606.ENSP00000341189,9606.ENSP00000362680,0.999,STRING
NDUFA9,NDUFB9,9606.ENSP00000266544,9606.ENSP00000276689,0.999,STRING
SMAD3,SMAD4,9606.ENSP00000332973,9606.ENSP00000341551,0.999,STRING
NDUFS7,MT-ND2,9606.ENSP00000233627,9606.ENSP00000355046,0.999,STRING
NDUFS7,NDUFA10,9606.ENSP00000233627,9606.ENSP00000252711,0.999,STRING
NDUFS7,NDUFA1,9606.ENSP00000233627,9606.ENSP00000360492,0.999,STRING
NDUFS7,NDUFA11,9606.ENSP00000233627,9606.ENSP00000389160,0.999,STRING
NDUFS7,NDUFS4,9606.ENSP00000233627,9606.ENSP00000296684,0.999,STRING
NDUFS7,NDUFAF3,9606.ENSP00000233627,9606.ENSP00000323076,0.999,STRING
NDUFS7,NDUFA7,9606.ENSP00000233627,9606.ENSP00000301457,0.999,STRING
NDUFS7,MT-ND1,9606.ENSP00000233627,9606.ENSP00000354687,0.999,STRING
IL1RL1,IL33,9606.ENSP00000233954,9606.ENSP00000370842,0.999,STRING
NDUFS7,NDUFS3,9606.ENSP00000233627,9606.ENSP00000263774,0.999,STRING
NDUFS7,NDUFV1,9606.ENSP00000233627,9606.ENSP00000497587,0.999,STRING
NDUFS7,NDUFA3,9606.ENSP00000233627,9606.ENSP00000418438,0.999,STRING
NDUFS7,NDUFB9,9606.ENSP00000233627,9606.ENSP00000276689,0.999,STRING
NDUFA9,NDUFS4,9606.ENSP00000266544,9606.ENSP00000296684,0.999,STRING
NDUFA9,NDUFA11,9606.ENSP00000266544,9606.ENSP00000389160,0.999,STRING
NDUFA9,NDUFB11,9606.ENSP00000266544,9606.ENSP00000276062,0.999,STRING
NDUFA4,NDUFA6,9606.ENSP00000339720,9606.ENSP00000482543,0.999,STRING
NDUFA9,NDUFS6,9606.ENSP00000266544,9606.ENSP00000274137,0.999,STRING
NDUFA9,NDUFS1,9606.ENSP00000266544,9606.ENSP00000392709,0.999,STRING
TUBA1B,TUBB,9606.ENSP00000336799,9606.ENSP00000339001,0.999,STRING
RAD51C,RAD51D,9606.ENSP00000336701,9606.ENSP00000466399,0.999,STRING
RAD51C,BRCA2,9606.ENSP00000336701,9606.ENSP00000369497,0.999,STRING
RAD51C,RAD51B,9606.ENSP00000336701,9606.ENSP00000419881,0.999,STRING
NR1I2,RXRA,9606.ENSP00000336528,9606.ENSP00000419692,0.999,STRING
PDCD1,CD274,9606.ENSP00000335062,9606.ENSP00000370989,0.999,STRING
ARID2,SMARCA4,9606.ENSP00000335044,9606.ENSP00000343896,0.999,STRING
APOA1,APOE,9606.ENSP00000236850,9606.ENSP00000252486,0.999,STRING
ARID2,SMARCB1,9606.ENSP00000335044,9606.ENSP00000340883,0.999,STRING
ARID2,PBRM1,9606.ENSP00000335044,9606.ENSP00000386593,0.999,STRING
NDUFA9,NDUFB3,9606.ENSP00000266544,9606.ENSP00000407336,0.999,STRING
NDUFA9,NDUFC2,9606.ENSP00000266544,9606.ENSP00000281031,0.999,STRING
SMAD3,CTNNB1,9606.ENSP00000332973,9606.ENSP00000495360,0.999,STRING
SMAD3,TGFBR1,9606.ENSP00000332973,9606.ENSP00000447297,0.999,STRING
TUBA1B,TUBB2A,9606.ENSP00000336799,9606.ENSP00000369703,0.999,STRING
FGG,FGA,9606.ENSP00000336829,9606.ENSP00000498441,0.999,STRING
ACVR2A,ACVR1,9606.ENSP00000241416,9606.ENSP00000405004,0.999,STRING
ACVR2A,INHBA,9606.ENSP00000241416,9606.ENSP00000242208,0.999,STRING
MEN1,KMT2A,9606.ENSP00000337088,9606.ENSP00000436786,0.999,STRING
NDUFA9,NDUFAB1,9606.ENSP00000266544,9606.ENSP00000458770,0.999,STRING
NDUFA9,NDUFV2,9606.ENSP00000266544,9606.ENSP00000327268,0.999,STRING
TGFB3,TGFBR2,9606.ENSP00000238682,9606.ENSP00000351905,0.999,STRING
TGFB3,TGFBR1,9606.ENSP00000238682,9606.ENSP00000447297,0.999,STRING
NDUFA9,MT-ND5,9606.ENSP00000266544,9606.ENSP00000354813,0.999,STRING
NDUFA9,NDUFA5,9606.ENSP00000266544,9606.ENSP00000417142,0.999,STRING
FGF23,FGFR1,9606.ENSP00000237837,9606.ENSP00000393312,0.999,STRING
FGF23,KL,9606.ENSP00000237837,9606.ENSP00000369442,0.999,STRING
NDUFA9,NDUFA6,9606.ENSP00000266544,9606.ENSP00000482543,0.999,STRING
CAV1,SRC,9606.ENSP00000339191,9606.ENSP00000362680,0.999,STRING
PKD2,PKD1,9606.ENSP00000237596,9606.ENSP00000262304,0.999,STRING
APOA1,ABCA1,9606.ENSP00000236850,9606.ENSP00000363868,0.999,STRING
NDUFA2,NDUFS3,9606.ENSP00000252102,9606.ENSP00000263774,0.999,STRING
NDUFA2,NDUFA11,9606.ENSP00000252102,9606.ENSP00000389160,0.999,STRING
NDUFA2,NDUFA1,9606.ENSP00000252102,9606.ENSP00000360492,0.999,STRING
NDUFS8,NDUFA6,9606.ENSP00000315774,9606.ENSP00000482543,0.999,STRING
NDUFS8,NDUFS1,9606.ENSP00000315774,9606.ENSP00000392709,0.999,STRING
NDUFS8,NDUFB3,9606.ENSP00000315774,9606.ENSP00000407336,0.999,STRING
NDUFS8,NDUFA13,9606.ENSP00000315774,9606.ENSP00000423673,0.999,STRING
NDUFS8,MT-ND4,9606.ENSP00000315774,9606.ENSP00000354961,0.999,STRING
NDUFS8,MT-ND3,9606.ENSP00000315774,9606.ENSP00000355206,0.999,STRING
NDUFS8,NDUFA12,9606.ENSP00000315774,9606.ENSP00000330737,0.999,STRING
NDUFS8,NDUFA5,9606.ENSP00000315774,9606.ENSP00000417142,0.999,STRING
NDUFS8,NDUFV2,9606.ENSP00000315774,9606.ENSP00000327268,0.999,STRING
NDUFS8,MT-ND5,9606.ENSP00000315774,9606.ENSP00000354813,0.999,STRING
NDUFS8,NDUFAF3,9606.ENSP00000315774,9606.ENSP00000323076,0.999,STRING
NDUFS8,NDUFA11,9606.ENSP00000315774,9606.ENSP00000389160,0.999,STRING
NDUFS8,NDUFA1,9606.ENSP00000315774,9606.ENSP00000360492,0.999,STRING
NDUFS8,NDUFA3,9606.ENSP00000315774,9606.ENSP00000418438,0.999,STRING
NDUFS8,NDUFV1,9606.ENSP00000315774,9606.ENSP00000497587,0.999,STRING
NDUFS8,NDUFAB1,9606.ENSP00000315774,9606.ENSP00000458770,0.999,STRING
ERBB3,ERBB2,9606.ENSP00000267101,9606.ENSP00000269571,0.999,STRING
POLE,POLE3,9606.ENSP00000322570,9606.ENSP00000363286,0.999,STRING
RARA,RXRA,9606.ENSP00000254066,9606.ENSP00000419692,0.999,STRING
ARID1A,SMARCB1,9606.ENSP00000320485,9606.ENSP00000340883,0.999,STRING
ARID1A,SMARCA4,9606.ENSP00000320485,9606.ENSP00000343896,0.999,STRING
ARID1A,ARID1B,9606.ENSP00000320485,9606.ENSP00000490491,0.999,STRING
TUBB3,TUBA1B,9606.ENSP00000320295,9606.ENSP00000336799,0.999,STRING
TUBB3,TUBA1A,9606.ENSP00000320295,9606.ENSP00000439020,0.999,STRING
RARA,NCOR1,9606.ENSP00000254066,9606.ENSP00000268712,0.999,STRING
EZH2,HDAC2,9606.ENSP00000320147,9606.ENSP00000430432,0.999,STRING
ERBB3,NRG1,9606.ENSP00000267101,9606.ENSP00000287842,0.999,STRING
EZH2,HDAC1,9606.ENSP00000320147,9606.ENSP00000362649,0.999,STRING
EZH2,DNMT1,9606.ENSP00000320147,9606.ENSP00000352516,0.999,STRING
JAG1,NOTCH2,9606.ENSP00000254958,9606.ENSP00000256646,0.999,STRING
JAG1,NOTCH1,9606.ENSP00000254958,9606.ENSP00000498587,0.999,STRING
ERBB3,ERBB4,9606.ENSP00000267101,9606.ENSP00000342235,0.999,STRING
ERBB3,EGFR,9606.ENSP00000267101,9606.ENSP00000275493,0.999,STRING
NDUFS8,MT-ND4L,9606.ENSP00000315774,9606.ENSP00000354728,0.999,STRING
NDUFS8,MT-ND1,9606.ENSP00000315774,9606.ENSP00000354687,0.999,STRING
NDUFS8,MT-ND2,9606.ENSP00000315774,9606.ENSP00000355046,0.999,STRING
PSMC5,PSMC2,9606.ENSP00000310572,9606.ENSP00000391211,0.999,STRING
PSMC5,PSMC6,9606.ENSP00000310572,9606.ENSP00000484998,0.999,STRING
PSMC5,PSMB2,9606.ENSP00000310572,9606.ENSP00000362334,0.999,STRING
PSMC5,PSMD14,9606.ENSP00000310572,9606.ENSP00000386541,0.999,STRING
PSMC5,PSMD13,9606.ENSP00000310572,9606.ENSP00000396937,0.999,STRING
PSMC5,PSMD6,9606.ENSP00000310572,9606.ENSP00000418695,0.999,STRING
PSMC5,PSMB5,9606.ENSP00000310572,9606.ENSP00000355325,0.999,STRING
CDK7,ERCC2,9606.ENSP00000256443,9606.ENSP00000375809,0.999,STRING
NDUFS8,NDUFV3,9606.ENSP00000315774,9606.ENSP00000346196,0.999,STRING
PSMC5,PSMD4,9606.ENSP00000310572,9606.ENSP00000357876,0.999,STRING
PSMC5,PSMC3,9606.ENSP00000310572,9606.ENSP00000481029,0.999,STRING
VHL,EPAS1,9606.ENSP00000256474,9606.ENSP00000263734,0.999,STRING
VHL,HIF1A,9606.ENSP00000256474,9606.ENSP00000437955,0.999,STRING
PSMD2,PSMD6,9606.ENSP00000310129,9606.ENSP00000418695,0.999,STRING
PSMD2,ADRM1,9606.ENSP00000310129,9606.ENSP00000478877,0.999,STRING
KRAS,RAF1,9606.ENSP00000256078,9606.ENSP00000401888,0.999,STRING
KRAS,SOS1,9606.ENSP00000256078,9606.ENSP00000384675,0.999,STRING
KRAS,BRAF,9606.ENSP00000256078,9606.ENSP00000419060,0.999,STRING
RB1,HDAC1,9606.ENSP00000267163,9606.ENSP00000362649,0.999,STRING
PSMA8,PSMA1,9606.ENSP00000311121,9606.ENSP00000414359,0.999,STRING
POLD4,POLD2,9606.ENSP00000311368,9606.ENSP00000480186,0.999,STRING
POLD4,POLD1,9606.ENSP00000311368,9606.ENSP00000472445,0.999,STRING
LEP,LEPR,9606.ENSP00000312652,9606.ENSP00000330393,0.999,STRING
GH1,GHR,9606.ENSP00000312673,9606.ENSP00000483403,0.999,STRING
HNF4A,CTNNB1,9606.ENSP00000312987,9606.ENSP00000495360,0.999,STRING
CD19,LYN,9606.ENSP00000313419,9606.ENSP00000428924,0.999,STRING
ANGPT2,TEK,9606.ENSP00000314897,9606.ENSP00000369375,0.999,STRING
TYMS,DHFR,9606.ENSP00000315644,9606.ENSP00000396308,0.999,STRING
NDUFS8,NDUFB6,9606.ENSP00000315774,9606.ENSP00000369176,0.999,STRING
NDUFS8,NDUFA8,9606.ENSP00000315774,9606.ENSP00000362873,0.999,STRING
NDUFS8,NDUFS2,9606.ENSP00000315774,9606.ENSP00000356972,0.999,STRING
NDUFS8,NDUFS5,9606.ENSP00000315774,9606.ENSP00000362058,0.999,STRING
ARID1A,PBRM1,9606.ENSP00000320485,9606.ENSP00000386593,0.999,STRING
POLE,POLD1,9606.ENSP00000322570,9606.ENSP00000472445,0.999,STRING
NDUFA2,NDUFA7,9606.ENSP00000252102,9606.ENSP00000301457,0.999,STRING
NDUFV2,NDUFB6,9606.ENSP00000327268,9606.ENSP00000369176,0.999,STRING
NDUFA2,NDUFV2,9606.ENSP00000252102,9606.ENSP00000327268,0.999,STRING
NDUFA2,NDUFB3,9606.ENSP00000252102,9606.ENSP00000407336,0.999,STRING
NDUFA2,NDUFC1,9606.ENSP00000252102,9606.ENSP00000441126,0.999,STRING
NDUFV2,NDUFS2,9606.ENSP00000327268,9606.ENSP00000356972,0.999,STRING
NDUFV2,NDUFS5,9606.ENSP00000327268,9606.ENSP00000362058,0.999,STRING
NDUFV2,NDUFA8,9606.ENSP00000327268,9606.ENSP00000362873,0.999,STRING
PSEN1,CTNNB1,9606.ENSP00000326366,9606.ENSP00000495360,0.999,STRING
NDUFA2,NDUFS1,9606.ENSP00000252102,9606.ENSP00000392709,0.999,STRING
KDR,PGF,9606.ENSP00000263923,9606.ENSP00000451040,0.999,STRING
GSK3B,CTNNB1,9606.ENSP00000324806,9606.ENSP00000495360,0.999,STRING
GSK3B,MAPT,9606.ENSP00000324806,9606.ENSP00000340820,0.999,STRING
APOE,APOC1,9606.ENSP00000252486,9606.ENSP00000465356,0.999,STRING
APOE,APP,9606.ENSP00000252486,9606.ENSP00000284981,0.999,STRING
NDUFAF3,NDUFA13,9606.ENSP00000323076,9606.ENSP00000423673,0.999,STRING
NDUFA2,NDUFAB1,9606.ENSP00000252102,9606.ENSP00000458770,0.999,STRING
NDUFA2,MT-ND4,9606.ENSP00000252102,9606.ENSP00000354961,0.999,STRING
NDUFAF3,NDUFA8,9606.ENSP00000323076,9606.ENSP00000362873,0.999,STRING
NDUFA2,NDUFB11,9606.ENSP00000252102,9606.ENSP00000276062,0.999,STRING
NDUFA2,NDUFS4,9606.ENSP00000252102,9606.ENSP00000296684,0.999,STRING
NDUFA2,NDUFA5,9606.ENSP00000252102,9606.ENSP00000417142,0.999,STRING
NDUFA2,NDUFA9,9606.ENSP00000252102,9606.ENSP00000266544,0.999,STRING
NDUFA2,MT-ND5,9606.ENSP00000252102,9606.ENSP00000354813,0.999,STRING
NDUFA2,NDUFA6,9606.ENSP00000252102,9606.ENSP00000482543,0.999,STRING
NDUFA2,NDUFS6,9606.ENSP00000252102,9606.ENSP00000274137,0.999,STRING
NDUFA2,NDUFB8,9606.ENSP00000252102,9606.ENSP00000299166,0.999,STRING
NDUFA2,NDUFA4,9606.ENSP00000252102,9606.ENSP00000339720,0.999,STRING
NDUFA2,NDUFA12,9606.ENSP00000252102,9606.ENSP00000330737,0.999,STRING
NDUFA2,NDUFB2,9606.ENSP00000252102,9606.ENSP00000419087,0.999,STRING
NDUFA2,NDUFC2,9606.ENSP00000252102,9606.ENSP00000281031,0.999,STRING
NDUFA2,NDUFA13,9606.ENSP00000252102,9606.ENSP00000423673,0.999,STRING
NDUFA2,NDUFB5,9606.ENSP00000252102,9606.ENSP00000259037,0.999,STRING
NDUFA2,MT-ND3,9606.ENSP00000252102,9606.ENSP00000355206,0.999,STRING
NDUFA10,NDUFB3,9606.ENSP00000252711,9606.ENSP00000407336,0.999,STRING
NDUFA10,NDUFS1,9606.ENSP00000252711,9606.ENSP00000392709,0.999,STRING
NDUFA10,NDUFAB1,9606.ENSP00000252711,9606.ENSP00000458770,0.999,STRING
NDUFA10,NDUFS2,9606.ENSP00000252711,9606.ENSP00000356972,0.999,STRING
NDUFA10,MT-ND2,9606.ENSP00000252711,9606.ENSP00000355046,0.999,STRING
NDUFA10,NDUFS3,9606.ENSP00000252711,9606.ENSP00000263774,0.999,STRING
NDUFA10,NDUFV1,9606.ENSP00000252711,9606.ENSP00000497587,0.999,STRING
NDUFA10,NDUFA3,9606.ENSP00000252711,9606.ENSP00000418438,0.999,STRING
NDUFA10,NDUFB9,9606.ENSP00000252711,9606.ENSP00000276689,0.999,STRING
NDUFA10,NDUFA8,9606.ENSP00000252711,9606.ENSP00000362873,0.999,STRING
NDUFA10,NDUFS5,9606.ENSP00000252711,9606.ENSP00000362058,0.999,STRING
NDUFA10,NDUFV2,9606.ENSP00000252711,9606.ENSP00000327268,0.999,STRING
NDUFA10,NDUFV3,9606.ENSP00000252711,9606.ENSP00000346196,0.999,STRING
NDUFA10,NDUFB6,9606.ENSP00000252711,9606.ENSP00000369176,0.999,STRING
NDUFA10,NDUFS8,9606.ENSP00000252711,9606.ENSP00000315774,0.999,STRING
NDUFAF3,MT-ND6,9606.ENSP00000323076,9606.ENSP00000354665,0.999,STRING
NDUFAF3,NDUFAF4,9606.ENSP00000323076,9606.ENSP00000358272,0.999,STRING
NDUFAF3,NDUFS2,9606.ENSP00000323076,9606.ENSP00000356972,0.999,STRING
NDUFA10,NDUFA7,9606.ENSP00000252711,9606.ENSP00000301457,0.999,STRING
NDUFA10,NDUFS4,9606.ENSP00000252711,9606.ENSP00000296684,0.999,STRING
NDUFA10,NDUFA11,9606.ENSP00000252711,9606.ENSP00000389160,0.999,STRING
NDUFA10,NDUFA1,9606.ENSP00000252711,9606.ENSP00000360492,0.999,STRING
NDUFA10,NDUFB11,9606.ENSP00000252711,9606.ENSP00000276062,0.999,STRING
NDUFA10,NDUFS6,9606.ENSP00000252711,9606.ENSP00000274137,0.999,STRING
NDUFA10,NDUFA6,9606.ENSP00000252711,9606.ENSP00000482543,0.999,STRING
NDUFA10,NDUFB8,9606.ENSP00000252711,9606.ENSP00000299166,0.999,STRING
NDUFA10,NDUFA5,9606.ENSP00000252711,9606.ENSP00000417142,0.999,STRING
NDUFA10,NDUFA9,9606.ENSP00000252711,9606.ENSP00000266544,0.999,STRING
NDUFA10,NDUFA12,9606.ENSP00000252711,9606.ENSP00000330737,0.999,STRING
NDUFA10,NDUFB2,9606.ENSP00000252711,9606.ENSP00000419087,0.999,STRING
NDUFA10,NDUFB5,9606.ENSP00000252711,9606.ENSP00000259037,0.999,STRING
NDUFA10,NDUFA13,9606.ENSP00000252711,9606.ENSP00000423673,0.999,STRING
NDUFA10,NDUFC2,9606.ENSP00000252711,9606.ENSP00000281031,0.999,STRING
NDUFA10,MT-ND4,9606.ENSP00000252711,9606.ENSP00000354961,0.999,STRING
NDUFA10,MT-ND3,9606.ENSP00000252711,9606.ENSP00000355206,0.999,STRING
NDUFS7,NDUFS8,9606.ENSP00000233627,9606.ENSP00000315774,0.999,STRING
NDUFS7,NDUFAF4,9606.ENSP00000233627,9606.ENSP00000358272,0.999,STRING
NDUFS7,NDUFB6,9606.ENSP00000233627,9606.ENSP00000369176,0.999,STRING
MT-ND2,NDUFAB1,9606.ENSP00000355046,9606.ENSP00000458770,0.999,STRING
MT-ND3,NDUFA8,9606.ENSP00000355206,9606.ENSP00000362873,0.999,STRING
MT-ND3,NDUFS2,9606.ENSP00000355206,9606.ENSP00000356972,0.999,STRING
GRIN3A,GRIN2B,9606.ENSP00000355155,9606.ENSP00000477455,0.999,STRING
GRIN3A,GRIN1,9606.ENSP00000355155,9606.ENSP00000360608,0.999,STRING
MT-ND2,NDUFB3,9606.ENSP00000355046,9606.ENSP00000407336,0.999,STRING
MT-ND2,NDUFS1,9606.ENSP00000355046,9606.ENSP00000392709,0.999,STRING
MT-ND2,MT-ND3,9606.ENSP00000355046,9606.ENSP00000355206,0.999,STRING
MT-ND3,NDUFA6,9606.ENSP00000355206,9606.ENSP00000482543,0.999,STRING
MT-ND2,NDUFA13,9606.ENSP00000355046,9606.ENSP00000423673,0.999,STRING
MT-ND2,NDUFA5,9606.ENSP00000355046,9606.ENSP00000417142,0.999,STRING
MT-ND2,NDUFA6,9606.ENSP00000355046,9606.ENSP00000482543,0.999,STRING
MT-ND2,NDUFA11,9606.ENSP00000355046,9606.ENSP00000389160,0.999,STRING
MT-ND2,NDUFV1,9606.ENSP00000355046,9606.ENSP00000497587,0.999,STRING
MT-ND2,NDUFA8,9606.ENSP00000355046,9606.ENSP00000362873,0.999,STRING
MT-ND3,NDUFA5,9606.ENSP00000355206,9606.ENSP00000417142,0.999,STRING
MT-ND3,NDUFAB1,9606.ENSP00000355206,9606.ENSP00000458770,0.999,STRING
PSMB5,PSMB2,9606.ENSP00000355325,9606.ENSP00000362334,0.999,STRING
IL2,IL6,9606.ENSP00000226730,9606.ENSP00000385675,0.999,STRING
PSMB5,PSMC2,9606.ENSP00000355325,9606.ENSP00000391211,0.999,STRING
PSMB5,PSMC3,9606.ENSP00000355325,9606.ENSP00000481029,0.999,STRING
PSMB5,PSMA1,9606.ENSP00000355325,9606.ENSP00000414359,0.999,STRING
MT-ND3,NDUFV1,9606.ENSP00000355206,9606.ENSP00000497587,0.999,STRING
MT-ND3,NDUFA3,9606.ENSP00000355206,9606.ENSP00000418438,0.999,STRING
